Region_ID,Side,ID_Path,Region,Abbr
21224,L,/997/8/567/688/695/315/22/417/312782612/,"Rostrolateral area, layer 4",VISrl4
21225,L,/997/8/567/688/695/315/22/417/312782616/,"Rostrolateral area, layer 5",VISrl5
21226,L,/997/8/567/688/695/315/22/417/312782620/,"Rostrolateral area, layer 6a",VISrl6a
21227,L,/997/8/567/688/695/315/22/417/312782624/,"Rostrolateral area, layer 6b",VISrl6b
21229,L,/997/8/567/688/695/315/669/312782628/312782632/,"Postrhinal area, layer 1",VISpor1
21230,L,/997/8/567/688/695/315/669/312782628/312782636/,"Postrhinal area, layer 2/3",VISpor2/3
21231,L,/997/8/567/688/695/315/669/312782628/312782640/,"Postrhinal area, layer 4",VISpor4
21232,L,/997/8/567/688/695/315/669/312782628/312782644/,"Postrhinal area, layer 5",VISpor5
21233,L,/997/8/567/688/695/315/669/312782628/312782648/,"Postrhinal area, layer 6a",VISpor6a
21234,L,/997/8/567/688/695/315/669/312782628/312782652/,"Postrhinal area, layer 6b",VISpor6b
21270,L,/997/8/567/688/695/1089/822/484682470/,Prosubiculum,ProS
21279,L,/997/8/567/688/695/1089/822/484682508/,Area prostriata,APr
21280,L,/997/1009/484682512/,supra-callosal cerebral white matter,scwm
21281,L,/997/1009/983/776/484682516/,"corpus callosum, body",ccb
21282,L,/997/1009/983/896/484682520/,optic radiation,or
21283,L,/997/1009/983/896/484682524/,auditory radiation,ar
21284,L,/997/1009/991/768/301/484682528/,commissural branch of stria terminalis,stc
21285,L,/997/8/343/1129/549/864/1008/170/496345664/,"Dorsal part of the lateral geniculate complex, shell",LGd-sh
21286,L,/997/8/343/1129/549/864/1008/170/496345668/,"Dorsal part of the lateral geniculate complex, core",LGd-co
21287,L,/997/8/343/1129/549/864/1008/170/496345672/,"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip
21288,L,/997/8/567/688/695/315/184/526157192/,"Frontal pole, layer 5",FRP5
21289,L,/997/8/567/688/695/315/184/526157196/,"Frontal pole, layer 6a",FRP6a
21290,L,/997/8/567/688/695/315/184/526322264/,"Frontal pole, layer 6b",FRP6b
21291,L,/997/8/567/688/695/315/714/731/527696977/,"Orbital area, medial part, layer 6b",ORBm6b
21293,L,/997/8/343/313/323/1100/549009203/,Retroparafascicular nucleus,RPF
21295,L,/997/8/343/313/323/549009211/,Medial accesory oculomotor nucleus,MA3
21296,L,/997/8/343/1065/771/987/549009215/,Peritrigeminal zone,P5
21297,L,/997/8/343/1065/771/987/549009219/,Accessory trigeminal nucleus,Acs5
21298,L,/997/8/343/1065/771/987/549009223/,Parvicellular motor 5 nucleus,PC5
21299,L,/997/8/343/1065/771/987/549009227/,Intertrigeminal nucleus,I5
21300,L,/997/8/343/1129/549/856/138/560581551/,Ethmoid nucleus of the thalamus,Eth
21302,L,/997/8/343/1129/549/856/571/560581559/,Xiphoid thalamic nucleus,Xi
21303,L,/997/8/343/1129/549/856/51/560581563/,Posterior intralaminar thalamic nucleus,PIL
21304,L,/997/8/343/1129/549/864/637/563807435/,Posterior triangular thalamic nucleus,PoT
21305,L,/997/8/343/1129/549/856/1014/563807439/,Intermediate geniculate nucleus,IntG
21306,L,/997/8/343/1129/1097/141/576073699/,Ventromedial preoptic nucleus,VMPO
21307,L,/997/8/343/1129/1097/290/576073704/,Perifornical nucleus,PeF
21308,L,/997/8/567/688/695/1089/822/589508447/,Hippocampo-amygdalar transition area,HATA
21309,L,/997/8/343/1065/354/386/589508451/,Paratrigeminal nucleus,Pa5
21310,L,/997/8/512/519/589508455/,Vestibulocerebellar nucleus,VeCB
21311,L,/997/8/343/313/339/599626923/,Subcommissural organ,SCO
21312,L,/997/8/343/1065/771/987/599626927/,Posterodorsal tegmental nucleus,PDTg
21313,L,/997/8/343/1129/1097/467/331/491/606826647/,"Medial mammillary nucleus, lateral part",MMl
21314,L,/997/8/343/1129/1097/467/331/491/606826651/,"Medial mammillary nucleus, medial part",MMm
21315,L,/997/8/343/1129/1097/467/331/491/606826655/,"Medial mammillary nucleus, posterior part",MMp
21316,L,/997/8/343/1129/1097/467/331/491/606826659/,"Medial mammillary nucleus, dorsal part",MMd
21317,L,/997/8/343/313/323/606826663/,Paratrochlear nucleus,Pa4
21318,L,/997/8/343/313/323/607344830/,Paranigral nucleus,PN
21319,L,/997/8/343/313/348/165/100/607344834/,"Interpeduncular nucleus, rostral",IPR
21320,L,/997/8/343/313/348/165/100/607344838/,"Interpeduncular nucleus, caudal",IPC
21321,L,/997/8/343/313/348/165/100/607344842/,"Interpeduncular nucleus, apical",IPA
21322,L,/997/8/343/313/348/165/100/607344846/,"Interpeduncular nucleus, lateral",IPL
21323,L,/997/8/343/313/348/165/100/607344850/,"Interpeduncular nucleus, intermediate",IPI
21324,L,/997/8/343/313/348/165/100/607344854/,"Interpeduncular nucleus, dorsomedial",IPDM
21325,L,/997/8/343/313/348/165/100/607344858/,"Interpeduncular nucleus, dorsolateral",IPDL
21326,L,/997/8/343/313/348/165/100/607344862/,"Interpeduncular nucleus, rostrolateral",IPRL
21327,L,/997/8/343/313/323/795/614454277/,Supraoculomotor periaqueductal gray,Su3
