order,structure_ID,lowered_ID,structure_id_path,very_general_region,general_region,full_structure_name,collapsed_region_name,abbreviation,collapsed_region,other_abbreviation,other_abbreviation_defined,layer,sunburst,R,G,B
531,1126,1113,/997/8/343/1129/1097/467/331/557/1126/,Hypothalamus,Hypothalamus,"Tuberomammillary nucleus, dorsal part",Tuberomammillary nucleus,TMd,TM,d,dorsal,,"TMd: rgb(252,76,61)",252,76,61
532,1,1,/997/8/343/1129/1097/467/331/557/1/,Hypothalamus,Hypothalamus,"Tuberomammillary nucleus, ventral part",Tuberomammillary nucleus,TMv,TM,v,ventral,,"TMv: rgb(255,76,62)",255,76,62
533,515,505,/997/8/343/1129/1097/467/515/,Hypothalamus,Hypothalamus,Medial preoptic nucleus,Medial preoptic nucleus,MPN,MPN,,,,"MPN: rgb(253,76,62)",253,76,62
534,980,970,/997/8/343/1129/1097/467/980/,Hypothalamus,Hypothalamus,Dorsal premammillary nucleus,Premammillary nucleus,PMd,PM,d,dorsal,,"PMd: rgb(252,76,62)",252,76,62
535,1004,994,/997/8/343/1129/1097/467/1004/,Hypothalamus,Hypothalamus,Ventral premammillary nucleus,Premammillary nucleus,PMv,PM,v,ventral,,"PMv: rgb(255,75,59)",255,75,59
536,63,58,/997/8/343/1129/1097/467/63/,Hypothalamus,Hypothalamus,"Paraventricular hypothalamic nucleus, descending division","Paraventricular hypothalamic nucleus, descending division",PVHd,PVHd,,,,"PVHd: rgb(255,76,61)",255,76,61
537,693,683,/997/8/343/1129/1097/467/693/,Hypothalamus,Hypothalamus,Ventromedial hypothalamic nucleus,Ventromedial hypothalamic nucleus,VMH,VMH,,,,"VMH: rgb(255,74,61)",255,74,61
538,946,936,/997/8/343/1129/1097/467/946/,Hypothalamus,Hypothalamus,Posterior hypothalamic nucleus,Posterior hypothalamic nucleus,PH,PH,,,,"PH: rgb(253,75,60)",253,75,60
539,290,#N/A,/997/8/343/1129/1097/290/,Hypothalamus,Hypothalamus,Hypothalamic lateral zone,Hypothalamic lateral zone,LZ,LZ,,,,"LZ: rgb(241,72,59)",241,72,59
540,194,187,/997/8/343/1129/1097/290/194/,Hypothalamus,Hypothalamus,Lateral hypothalamic area,Lateral hypothalamic area,LHA,LHA,,,,"LHA: rgb(242,72,58)",242,72,58
541,226,219,/997/8/343/1129/1097/290/226/,Hypothalamus,Hypothalamus,Lateral preoptic area,Lateral preoptic area,LPO,LPO,,,,"LPO: rgb(242,71,59)",242,71,59
542,356,346,/997/8/343/1129/1097/290/356/,Hypothalamus,Hypothalamus,Preparasubthalamic nucleus,Preparasubthalamic nucleus,PST,PST,,,,"PST: rgb(242,71,58)",242,71,58
543,364,354,/997/8/343/1129/1097/290/364/,Hypothalamus,Hypothalamus,Parasubthalamic nucleus,Parasubthalamic nucleus,PSTN,PSTN,,,,"PSTN: rgb(241,72,58)",241,72,58
544,576073704,1307,/997/8/343/1129/1097/290/576073704/,Hypothalamus,Hypothalamus,Perifornical nucleus,Perifornical nucleus,PeF,PeF,,,,"PeF: rgb(242,70,58)",242,70,58
545,173,167,/997/8/343/1129/1097/290/173/,Hypothalamus,Hypothalamus,Retrochiasmatic area,Retrochiasmatic area,RCH,RCH,,,,"RCH: rgb(242,72,59)",242,72,59
546,470,460,/997/8/343/1129/1097/290/470/,Hypothalamus,Hypothalamus,Subthalamic nucleus,Subthalamic nucleus,STN,STN,,,,"STN: rgb(241,71,59)",241,71,59
547,614,604,/997/8/343/1129/1097/290/614/,Hypothalamus,Hypothalamus,Tuberal nucleus,Tuberal nucleus,TU,TU,,,,"TU: rgb(242,72,57)",242,72,57
548,797,787,/997/8/343/1129/1097/290/797/,Hypothalamus,Hypothalamus,Zona incerta,Zona incerta,ZI,ZI,,,,"ZI: rgb(240,72,59)",240,72,59
549,804,794,/997/8/343/1129/1097/290/797/804/,Hypothalamus,Hypothalamus,Fields of Forel,Fields of Forel,FF,FF,,,,"FF: rgb(242,71,57)",242,71,57
550,10671,1127,/997/8/343/1129/1097/10671/,Hypothalamus,Hypothalamus,Median eminence,Median eminence,ME,ME,,,,"ME: rgb(241,71,58)",241,71,58
551,313,303,/997/8/343/313/,Midbrain,Midbrain,Midbrain,Midbrain,MB,MB,,,,"MB: rgb(255,100,255)",255,100,255
552,339,#N/A,/997/8/343/313/339/,Midbrain,"Midbrain, sensory related","Midbrain, sensory related",Midbrain,MBsen,MB,sen,sensory related,,"MBsen: rgb(254,122,255)",254,122,255
553,302,#N/A,/997/8/343/313/339/302/,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related",Superior colliculus,SCs,SC,s,sensory related,,"SCs: rgb(255,121,255)",255,121,255
554,851,841,/997/8/343/313/339/302/851/,Midbrain,"Midbrain, sensory related","Superior colliculus, optic layer",Superior colliculus,SCop,SC,op,optic layer,,"SCop: rgb(253,122,255)",253,122,255
555,842,832,/997/8/343/313/339/302/842/,Midbrain,"Midbrain, sensory related","Superior colliculus, superficial gray layer",Superior colliculus,SCsg,SC,sg,superficial gray layer,,"SCsg: rgb(255,120,255)",255,120,255
556,834,824,/997/8/343/313/339/302/834/,Midbrain,"Midbrain, sensory related","Superior colliculus, zonal layer",Superior colliculus,SCzo,SC,zo,zonal layer,,"SCzo: rgb(255,122,253)",255,122,253
557,4,#N/A,/997/8/343/313/339/4/,Midbrain,"Midbrain, sensory related",Inferior colliculus,Inferior colliculus,IC,IC,,,,"IC: rgb(255,122,255)",255,122,255
558,811,801,/997/8/343/313/339/4/811/,Midbrain,"Midbrain, sensory related","Inferior colliculus, central nucleus",Inferior colliculus,ICc,IC,c,central nucleus,,"ICc: rgb(254,122,254)",254,122,254
559,820,810,/997/8/343/313/339/4/820/,Midbrain,"Midbrain, sensory related","Inferior colliculus, dorsal nucleus",Inferior colliculus,ICd,IC,d,dorsal nucleus,,"ICd: rgb(254,121,255)",254,121,255
560,828,818,/997/8/343/313/339/4/828/,Midbrain,"Midbrain, sensory related","Inferior colliculus, external nucleus",Inferior colliculus,ICe,IC,e,external nucleus,,"ICe: rgb(254,121,254)",254,121,254
561,580,570,/997/8/343/313/339/580/,Midbrain,"Midbrain, sensory related",Nucleus of the brachium of the inferior colliculus,Nucleus of the brachium of the inferior colliculus,NB,NB,,,,"NB: rgb(254,122,253)",254,122,253
562,271,263,/997/8/343/313/339/271/,Midbrain,"Midbrain, sensory related",Nucleus sagulum,Nucleus sagulum,SAG,SAG,,,,"SAG: rgb(255,122,254)",255,122,254
563,874,864,/997/8/343/313/339/874/,Midbrain,"Midbrain, sensory related",Parabigeminal nucleus,Parabigeminal nucleus,PBG,PBG,,,,"PBG: rgb(255,121,253)",255,121,253
564,460,#N/A,/997/8/343/313/339/460/,Midbrain,"Midbrain, sensory related",Midbrain trigeminal nucleus,Midbrain trigeminal nucleus,MEV,MEV,,,,"MEV: rgb(255,121,254)",255,121,254
565,599626923,1311,/997/8/343/313/339/599626923/,Midbrain,"Midbrain, sensory related",Subcommissural organ,Subcommissural organ,SCO,SCO,,,,"SCO: rgb(255,120,254)",255,120,254
566,323,#N/A,/997/8/343/313/323/,Midbrain,"Midbrain, motor related","Midbrain, motor related",Midbrain,MBmot,MB,mot,motor related,,"MBmot: rgb(254,142,254)",254,142,254
567,381,371,/997/8/343/313/323/381/,Midbrain,"Midbrain, motor related","Substantia nigra, reticular part","Substantia nigra, reticular part",SNr,SNr,,,,"SNr: rgb(255,141,253)",255,141,253
568,749,739,/997/8/343/313/323/749/,Midbrain,"Midbrain, motor related",Ventral tegmental area,Ventral tegmental area,VTA,VTA,,,,"VTA: rgb(254,141,255)",254,141,255
569,607344830,1318,/997/8/343/313/323/607344830/,Midbrain,"Midbrain, motor related",Paranigral nucleus,Paranigral nucleus,PN,PN,,,,"PN: rgb(255,142,254)",255,142,254
570,246,239,/997/8/343/313/323/246/,Midbrain,"Midbrain, motor related","Midbrain reticular nucleus, retrorubral area","Midbrain reticular nucleus, retrorubral area",RR,RR,,,,"RR: rgb(253,143,255)",253,143,255
571,128,123,/997/8/343/313/323/128/,Midbrain,"Midbrain, motor related",Midbrain reticular nucleus,Midbrain reticular nucleus,MRN,MRN,,,,"MRN: rgb(255,143,253)",255,143,253
572,294,#N/A,/997/8/343/313/323/294/,Midbrain,"Midbrain, motor related","Superior colliculus, motor related",Superior colliculus,SCm,SC,m,motor related,,"SCm: rgb(254,143,253)",254,143,253
573,26,23,/997/8/343/313/323/294/26/,Midbrain,"Midbrain, motor related","Superior colliculus, motor related, deep gray layer",Superior colliculus,SCdg,SC,dg,motor related (deep gray layer),,"SCdg: rgb(255,143,255)",255,143,255
574,42,37,/997/8/343/313/323/294/42/,Midbrain,"Midbrain, motor related","Superior colliculus, motor related, deep white layer",Superior colliculus,SCdw,SC,dw,motor related (deep white layer),,"SCdw: rgb(255,143,254)",255,143,254
575,17,15,/997/8/343/313/323/294/17/,Midbrain,"Midbrain, motor related","Superior colliculus, motor related, intermediate white layer",Superior colliculus,SCiw,SC,iw,motor related (intermediate white layer),,"SCiw: rgb(255,144,254)",255,144,254
576,10,9,/997/8/343/313/323/294/10/,Midbrain,"Midbrain, motor related","Superior colliculus, motor related, intermediate gray layer",Superior colliculus,SCig,SC,ig,motor related (intermediate gray layer),,"SCig: rgb(255,144,255)",255,144,255
577,795,785,/997/8/343/313/323/795/,Midbrain,"Midbrain, motor related",Periaqueductal gray,Periaqueductal gray,PAG,PAG,,,,"PAG: rgb(252,143,255)",252,143,255
578,50,45,/997/8/343/313/323/795/50/,Midbrain,"Midbrain, motor related",Precommissural nucleus,Precommissural nucleus,PRC,PRC,,,,"PRC: rgb(254,144,254)",254,144,254
579,67,62,/997/8/343/313/323/795/67/,Midbrain,"Midbrain, motor related",Interstitial nucleus of Cajal,Interstitial nucleus of Cajal,INC,INC,,,,"INC: rgb(255,144,253)",255,144,253
580,587,577,/997/8/343/313/323/795/587/,Midbrain,"Midbrain, motor related",Nucleus of Darkschewitsch,Nucleus of Darkschewitsch,ND,ND,,,,"ND: rgb(253,143,253)",253,143,253
581,614454277,1327,/997/8/343/313/323/795/614454277/,Midbrain,"Midbrain, motor related",Supraoculomotor periaqueductal gray,Supraoculomotor periaqueductal gray,Su3,Su3,,,,"Su3: rgb(253,144,252)",253,144,252
582,1100,#N/A,/997/8/343/313/323/1100/,Midbrain,"Midbrain, motor related",Pretectal region,Pretectal region,PRT,PRT,,,,"PRT: rgb(253,142,253)",253,142,253
583,215,208,/997/8/343/313/323/1100/215/,Midbrain,"Midbrain, motor related",Anterior pretectal nucleus,Anterior pretectal nucleus,APN,APN,,,,"APN: rgb(254,142,255)",254,142,255
584,531,521,/997/8/343/313/323/1100/531/,Midbrain,"Midbrain, motor related",Medial pretectal area,Medial pretectal area,MPT,MPT,,,,"MPT: rgb(255,144,252)",255,144,252
585,628,618,/997/8/343/313/323/1100/628/,Midbrain,"Midbrain, motor related",Nucleus of the optic tract,Nucleus of the optic tract,NOT,NOT,,,,"NOT: rgb(255,143,252)",255,143,252
586,634,624,/997/8/343/313/323/1100/634/,Midbrain,"Midbrain, motor related",Nucleus of the posterior commissure,Nucleus of the posterior commissure,NPC,NPC,,,,"NPC: rgb(255,141,254)",255,141,254
587,706,696,/997/8/343/313/323/1100/706/,Midbrain,"Midbrain, motor related",Olivary pretectal nucleus,Olivary pretectal nucleus,OP,OP,,,,"OP: rgb(254,144,252)",254,144,252
588,1061,1050,/997/8/343/313/323/1100/1061/,Midbrain,"Midbrain, motor related",Posterior pretectal nucleus,Posterior pretectal nucleus,PPT,PPT,,,,"PPT: rgb(252,143,254)",252,143,254
589,549009203,1293,/997/8/343/313/323/1100/549009203/,Midbrain,"Midbrain, motor related",Retroparafascicular nucleus,Retroparafascicular nucleus,RPF,RPF,,,,"RPF: rgb(253,141,255)",253,141,255
590,616,606,/997/8/343/313/323/616/,Midbrain,"Midbrain, motor related",Cuneiform nucleus,Cuneiform nucleus,CUN,CUN,,,,"CUN: rgb(252,144,255)",252,144,255
591,214,207,/997/8/343/313/323/214/,Midbrain,"Midbrain, motor related",Red nucleus,Red nucleus,RN,RN,,,,"RN: rgb(254,144,253)",254,144,253
592,35,31,/997/8/343/313/323/35/,Midbrain,"Midbrain, motor related",Oculomotor nucleus,Oculomotor nucleus,III,III,,,,"III: rgb(254,144,255)",254,144,255
593,549009211,1295,/997/8/343/313/323/549009211/,Midbrain,"Midbrain, motor related",Medial accesory oculomotor nucleus,Medial accesory oculomotor nucleus,MA3,MA3,,,,"MA3: rgb(252,142,255)",252,142,255
594,975,965,/997/8/343/313/323/975/,Midbrain,"Midbrain, motor related",Edinger-Westphal nucleus,Edinger-Westphal nucleus,EW,EW,,,,"EW: rgb(254,143,252)",254,143,252
595,115,110,/997/8/343/313/323/115/,Midbrain,"Midbrain, motor related",Trochlear nucleus,Trochlear nucleus,IV,IV,,,,"IV: rgb(253,144,255)",253,144,255
596,606826663,1317,/997/8/343/313/323/606826663/,Midbrain,"Midbrain, motor related",Paratrochlear nucleus,Paratrochlear nucleus,Pa4,Pa4,,,,"Pa4: rgb(254,141,254)",254,141,254
597,757,747,/997/8/343/313/323/757/,Midbrain,"Midbrain, motor related",Ventral tegmental nucleus,Ventral tegmental nucleus,VTN,VTN,,,,"VTN: rgb(252,144,254)",252,144,254
598,231,224,/997/8/343/313/323/231/,Midbrain,"Midbrain, motor related",Anterior tegmental nucleus,Anterior tegmental nucleus,AT,AT,,,,"AT: rgb(253,144,254)",253,144,254
599,66,61,/997/8/343/313/323/66/,Midbrain,"Midbrain, motor related",Lateral terminal nucleus of the accessory optic tract,Lateral terminal nucleus of the accessory optic tract,LT,LT,,,,"LT: rgb(254,143,254)",254,143,254
600,75,70,/997/8/343/313/323/75/,Midbrain,"Midbrain, motor related",Dorsal terminal nucleus of the accessory optic tract,Dorsal terminal nucleus of the accessory optic tract,DT,DT,,,,"DT: rgb(255,142,255)",255,142,255
601,58,53,/997/8/343/313/323/58/,Midbrain,"Midbrain, motor related",Medial terminal nucleus of the accessory optic tract,Medial terminal nucleus of the accessory optic tract,MT,MT,,,,"MT: rgb(254,143,255)",254,143,255
602,348,#N/A,/997/8/343/313/348/,Midbrain,"Midbrain, behavioral state related","Midbrain, behavioral state related",Midbrain,MBsta,MB,sta,behavioral state related,,"MBsta: rgb(253,143,254)",253,143,254
603,374,364,/997/8/343/313/348/374/,Midbrain,"Midbrain, behavioral state related","Substantia nigra, compact part","Substantia nigra, compact part",SNc,SNc,,,,"SNc: rgb(255,166,253)",255,166,253
604,1052,1041,/997/8/343/313/348/1052/,Midbrain,"Midbrain, behavioral state related",Pedunculopontine nucleus,Pedunculopontine nucleus,PPN,PPN,,,,"PPN: rgb(255,165,253)",255,165,253
605,165,#N/A,/997/8/343/313/348/165/,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Midbrain raphe nuclei,RAmb,RAmb,,,,"RAmb: rgb(255,165,255)",255,165,255
606,12,11,/997/8/343/313/348/165/12/,Midbrain,"Midbrain, behavioral state related",Interfascicular nucleus raphe,Interfascicular nucleus raphe,IF,IF,,,,"IF: rgb(255,166,255)",255,166,255
607,100,95,/997/8/343/313/348/165/100/,Midbrain,"Midbrain, behavioral state related",Interpeduncular nucleus,Interpeduncular nucleus,IPN,IPN,,,,"IPN: rgb(255,166,254)",255,166,254
608,607344834,1319,/997/8/343/313/348/165/100/607344834/,Midbrain,"Midbrain, behavioral state related","Interpeduncular nucleus, rostral","Interpeduncular nucleus, rostral",IPR,IPR,,,,"IPR: rgb(255,164,254)",255,164,254
609,607344838,1320,/997/8/343/313/348/165/100/607344838/,Midbrain,"Midbrain, behavioral state related","Interpeduncular nucleus, caudal","Interpeduncular nucleus, caudal",IPC,IPC,,,,"IPC: rgb(255,165,254)",255,165,254
610,607344842,1321,/997/8/343/313/348/165/100/607344842/,Midbrain,"Midbrain, behavioral state related","Interpeduncular nucleus, apical","Interpeduncular nucleus, apical",IPA,IPA,,,,"IPA: rgb(254,166,254)",254,166,254
611,607344846,1322,/997/8/343/313/348/165/100/607344846/,Midbrain,"Midbrain, behavioral state related","Interpeduncular nucleus, lateral","Interpeduncular nucleus, lateral",IPL,IPL,,,,"IPL: rgb(254,165,255)",254,165,255
612,607344850,1323,/997/8/343/313/348/165/100/607344850/,Midbrain,"Midbrain, behavioral state related","Interpeduncular nucleus, intermediate","Interpeduncular nucleus, intermediate",IPI,IPI,,,,"IPI: rgb(254,166,253)",254,166,253
613,607344854,1324,/997/8/343/313/348/165/100/607344854/,Midbrain,"Midbrain, behavioral state related","Interpeduncular nucleus, dorsomedial","Interpeduncular nucleus, dorsomedial",IPDM,IPDM,,,,"IPDM: rgb(254,164,255)",254,164,255
614,607344858,1325,/997/8/343/313/348/165/100/607344858/,Midbrain,"Midbrain, behavioral state related","Interpeduncular nucleus, dorsolateral","Interpeduncular nucleus, dorsolateral",IPDL,IPDL,,,,"IPDL: rgb(253,166,254)",253,166,254
615,607344862,1326,/997/8/343/313/348/165/100/607344862/,Midbrain,"Midbrain, behavioral state related","Interpeduncular nucleus, rostrolateral","Interpeduncular nucleus, rostrolateral",IPRL,IPRL,,,,"IPRL: rgb(254,165,254)",254,165,254
616,197,190,/997/8/343/313/348/165/197/,Midbrain,"Midbrain, behavioral state related",Rostral linear nucleus raphe,Rostral linear nucleus raphe,RL,RL,,,,"RL: rgb(254,166,255)",254,166,255
617,591,581,/997/8/343/313/348/165/591/,Midbrain,"Midbrain, behavioral state related",Central linear nucleus raphe,Central linear nucleus raphe,CLI,CLI,,,,"CLI: rgb(255,164,255)",255,164,255
618,872,862,/997/8/343/313/348/165/872/,Midbrain,"Midbrain, behavioral state related",Dorsal nucleus raphe,Dorsal nucleus raphe,DR,DR,,,,"DR: rgb(253,166,255)",253,166,255
619,1065,#N/A,/997/8/343/1065/,Hindbrain,Hindbrain,Hindbrain,Hindbrain,HB,HB,,,,"HB: rgb(255,155,135)",255,155,135
620,771,761,/997/8/343/1065/771/,Pons,Pons,Pons,Pons,P,P,,,,"P: rgb(255,155,136)",255,155,136
621,1132,#N/A,/997/8/343/1065/771/1132/,Pons,"Pons, sensory related","Pons, sensory related",Pons,P-sen,P,sen,sensory related,,"P-sen: rgb(255,172,109)",255,172,109
622,612,602,/997/8/343/1065/771/1132/612/,Pons,"Pons, sensory related",Nucleus of the lateral lemniscus,Nucleus of the lateral lemniscus,NLL,NLL,,,,"NLL: rgb(255,172,111)",255,172,111
623,7,6,/997/8/343/1065/771/1132/7/,Pons,"Pons, sensory related",Principal sensory nucleus of the trigeminal,Principal sensory nucleus of the trigeminal,PSV,PSV,,,,"PSV: rgb(255,174,111)",255,174,111
624,867,857,/997/8/343/1065/771/1132/867/,Pons,"Pons, sensory related",Parabrachial nucleus,Parabrachial nucleus,PB,PB,,,,"PB: rgb(255,173,109)",255,173,109
625,123,118,/997/8/343/1065/771/1132/867/123/,Pons,"Pons, sensory related",Koelliker-Fuse subnucleus,Koelliker-Fuse subnucleus,KF,KF,,,,"KF: rgb(254,173,110)",254,173,110
626,398,#N/A,/997/8/343/1065/771/1132/398/,Pons,"Pons, sensory related",Superior olivary complex,Superior olivary complex,SOC,SOC,,,,"SOC: rgb(255,174,109)",255,174,109
627,122,117,/997/8/343/1065/771/1132/398/122/,Pons,"Pons, sensory related","Superior olivary complex, periolivary region","Superior olivary complex, periolivary region",POR,POR,,,,"POR: rgb(254,173,111)",254,173,111
628,105,100,/997/8/343/1065/771/1132/398/105/,Pons,"Pons, sensory related","Superior olivary complex, medial part",Superior olivary complex,SOCm,SOC,m,medial,,"SOCm: rgb(255,173,110)",255,173,110
629,114,109,/997/8/343/1065/771/1132/398/114/,Pons,"Pons, sensory related","Superior olivary complex, lateral part",Superior olivary complex,SOCl,SOC,l,lateral,,"SOCl: rgb(254,174,110)",254,174,110
630,987,#N/A,/997/8/343/1065/771/987/,Pons,"Pons, motor related","Pons, motor related",Pons,P-mot,P,mot,motor related,,"P-mot: rgb(255,184,134)",255,184,134
631,280,271,/997/8/343/1065/771/987/280/,Pons,"Pons, motor related",Barrington's nucleus,Barrington's nucleus,B,B,,,,"B: rgb(255,186,134)",255,186,134
632,880,870,/997/8/343/1065/771/987/880/,Pons,"Pons, motor related",Dorsal tegmental nucleus,Dorsal tegmental nucleus,DTN,DTN,,,,"DTN: rgb(254,185,133)",254,185,133
633,599626927,1312,/997/8/343/1065/771/987/599626927/,Pons,"Pons, motor related",Posterodorsal tegmental nucleus,Posterodorsal tegmental nucleus,PDTg,PDTg,,,,"PDTg: rgb(255,185,132)",255,185,132
634,898,888,/997/8/343/1065/771/987/898/,Pons,"Pons, motor related",Pontine central gray,Pontine central gray,PCG,PCG,,,,"PCG: rgb(255,186,132)",255,186,132
635,931,921,/997/8/343/1065/771/987/931/,Pons,"Pons, motor related",Pontine gray,Pontine gray,PG,PG,,,,"PG: rgb(255,184,133)",255,184,133
636,1093,1082,/997/8/343/1065/771/987/1093/,Pons,"Pons, motor related","Pontine reticular nucleus, caudal part","Pontine reticular nucleus, caudal part",PRNc,PRNc,,,,"PRNc: rgb(253,186,134)",253,186,134
637,318,308,/997/8/343/1065/771/987/318/,Pons,"Pons, motor related",Supragenual nucleus,Supragenual nucleus,SG,SG,,,,"SG: rgb(255,185,134)",255,185,134
638,534,524,/997/8/343/1065/771/987/534/,Pons,"Pons, motor related",Supratrigeminal nucleus,Supratrigeminal nucleus,SUT,SUT,,,,"SUT: rgb(254,186,134)",254,186,134
639,574,564,/997/8/343/1065/771/987/574/,Pons,"Pons, motor related",Tegmental reticular nucleus,Tegmental reticular nucleus,TRN,TRN,,,,"TRN: rgb(254,186,133)",254,186,133
640,621,611,/997/8/343/1065/771/987/621/,Pons,"Pons, motor related",Motor nucleus of trigeminal,Motor nucleus of trigeminal,V,V,,,,"V: rgb(254,185,134)",254,185,134
641,549009215,1296,/997/8/343/1065/771/987/549009215/,Pons,"Pons, motor related",Peritrigeminal zone,Peritrigeminal zone,P5,P5,,,,"P5: rgb(254,184,134)",254,184,134
642,549009219,1297,/997/8/343/1065/771/987/549009219/,Pons,"Pons, motor related",Accessory trigeminal nucleus,Accessory trigeminal nucleus,Acs5,Acs5,,,,"Acs5: rgb(253,186,133)",253,186,133
643,549009223,1298,/997/8/343/1065/771/987/549009223/,Pons,"Pons, motor related",Parvicellular motor 5 nucleus,Parvicellular motor 5 nucleus,PC5,PC5,,,,"PC5: rgb(253,185,134)",253,185,134
644,549009227,1299,/997/8/343/1065/771/987/549009227/,Pons,"Pons, motor related",Intertrigeminal nucleus,Intertrigeminal nucleus,I5,I5,,,,"I5: rgb(254,185,132)",254,185,132
645,1117,#N/A,/997/8/343/1065/771/1117/,Pons,"Pons, behavioral state related","Pons, behavioral state related",Pons,P-sat,P,sat,behavioral state related,,"P-sat: rgb(255,193,149)",255,193,149
646,679,669,/997/8/343/1065/771/1117/679/,Pons,"Pons, behavioral state related",Superior central nucleus raphe,Superior central nucleus raphe,CS,CS,,,,"CS: rgb(255,195,147)",255,195,147
647,147,142,/997/8/343/1065/771/1117/147/,Pons,"Pons, behavioral state related",Locus ceruleus,Locus ceruleus,LC,LC,,,,"LC: rgb(253,195,149)",253,195,149
648,162,157,/997/8/343/1065/771/1117/162/,Pons,"Pons, behavioral state related",Laterodorsal tegmental nucleus,Laterodorsal tegmental nucleus,LDT,LDT,,,,"LDT: rgb(254,195,149)",254,195,149
649,604,594,/997/8/343/1065/771/1117/604/,Pons,"Pons, behavioral state related",Nucleus incertus,Nucleus incertus,NI,NI,,,,"NI: rgb(254,194,148)",254,194,148
650,146,141,/997/8/343/1065/771/1117/146/,Pons,"Pons, behavioral state related",Pontine reticular nucleus,Pontine reticular nucleus,PRNr,PRNr,,,,"PRNr: rgb(255,194,149)",255,194,149
651,238,231,/997/8/343/1065/771/1117/238/,Pons,"Pons, behavioral state related",Nucleus raphe pontis,Nucleus raphe pontis,RPO,RPO,,,,"RPO: rgb(255,194,148)",255,194,148
652,350,340,/997/8/343/1065/771/1117/350/,Pons,"Pons, behavioral state related",Subceruleus nucleus,Subceruleus nucleus,SLC,SLC,,,,"SLC: rgb(254,195,148)",254,195,148
653,358,348,/997/8/343/1065/771/1117/358/,Pons,"Pons, behavioral state related",Sublaterodorsal nucleus,Sublaterodorsal nucleus,SLD,SLD,,,,"SLD: rgb(254,194,149)",254,194,149
654,354,344,/997/8/343/1065/354/,Medulla,Medulla,Medulla,Medulla,MY,MY,,,,"MY: rgb(255,155,205)",255,155,205
655,386,#N/A,/997/8/343/1065/354/386/,Medulla,"Medulla, sensory related","Medulla, sensory related",Medulla,MY-sen,MY,sen,sensory related,,"MY-sen: rgb(255,163,210)",255,163,210
656,207,200,/997/8/343/1065/354/386/207/,Medulla,"Medulla, sensory related",Area postrema,Area postrema,AP,AP,,,,"AP: rgb(255,165,208)",255,165,208
657,607,#N/A,/997/8/343/1065/354/386/607/,Medulla,"Medulla, sensory related",Cochlear nuclei,Cochlear nuclei,CN,CN,,,,"CN: rgb(254,165,208)",254,165,208
658,96,91,/997/8/343/1065/354/386/607/96/,Medulla,"Medulla, sensory related",Dorsal cochlear nucleus,Dorsal cochlear nucleus,DCO,DCO,,,,"DCO: rgb(254,165,209)",254,165,209
659,101,96,/997/8/343/1065/354/386/607/101/,Medulla,"Medulla, sensory related",Ventral cochlear nucleus,Ventral cochlear nucleus,VCO,VCO,,,,"VCO: rgb(254,164,210)",254,164,210
660,720,#N/A,/997/8/343/1065/354/386/720/,Medulla,"Medulla, sensory related",Dorsal column nuclei,Dorsal column nuclei,DCN,DCN,,,,"DCN: rgb(253,163,210)",253,163,210
661,711,701,/997/8/343/1065/354/386/720/711/,Medulla,"Medulla, sensory related",Cuneate nucleus,Cuneate nucleus,CU,CU,,,,"CU: rgb(253,165,208)",253,165,208
662,1039,1028,/997/8/343/1065/354/386/720/1039/,Medulla,"Medulla, sensory related",Gracile nucleus,Gracile nucleus,GR,GR,,,,"GR: rgb(254,163,208)",254,163,208
663,903,893,/997/8/343/1065/354/386/903/,Medulla,"Medulla, sensory related",External cuneate nucleus,External cuneate nucleus,ECU,ECU,,,,"ECU: rgb(255,162,210)",255,162,210
664,642,632,/997/8/343/1065/354/386/642/,Medulla,"Medulla, sensory related",Nucleus of the trapezoid body,Nucleus of the trapezoid body,NTB,NTB,,,,"NTB: rgb(254,163,210)",254,163,210
665,651,641,/997/8/343/1065/354/386/651/,Medulla,"Medulla, sensory related",Nucleus of the solitary tract,Nucleus of the solitary tract,NTS,NTS,,,,"NTS: rgb(253,165,209)",253,165,209
666,429,419,/997/8/343/1065/354/386/429/,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, caudal part","Spinal nucleus of the trigeminal, caudal part",SPVC,SPVC,,,,"SPVC: rgb(253,164,208)",253,164,208
667,437,427,/997/8/343/1065/354/386/437/,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, interpolar part","Spinal nucleus of the trigeminal, interpolar part",SPVI,SPVI,,,,"SPVI: rgb(253,165,210)",253,165,210
668,445,435,/997/8/343/1065/354/386/445/,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, oral part","Spinal nucleus of the trigeminal, oral part",SPVO,SPVO,,,,"SPVO: rgb(255,164,208)",255,164,208
669,589508451,1309,/997/8/343/1065/354/386/589508451/,Medulla,"Medulla, sensory related",Paratrigeminal nucleus,Paratrigeminal nucleus,Pa5,Pa5,,,,"Pa5: rgb(253,163,209)",253,163,209
670,370,#N/A,/997/8/343/1065/354/370/,Medulla,"Medulla, motor related","Medulla, motor related",Medulla,MY-mot,MY,mot,motor related,,"MY-mot: rgb(254,178,215)",254,178,215
671,653,643,/997/8/343/1065/354/370/653/,Medulla,"Medulla, motor related",Abducens nucleus,Abducens nucleus,VI,VI,,,,"VI: rgb(253,177,217)",253,177,217
